time_stamp,advertising_address
1707957809.75864,e8:de:fb:11:dc:b8
1707957809.7848892,ce:da:fe:e9:a6:9e
1707957809.98364,ce:da:fe:e9:a6:9e
1707957809.9873896,7c:39:d7:58:82:a9
1707957810.1610186,7c:39:d7:58:82:a9
1707957810.3261404,7c:54:e8:56:49:31
1707957810.354891,7c:39:d7:58:82:a9
1707957810.3598912,ce:da:fe:e9:a6:9e
1707957810.37697,7c:39:d7:58:82:a9
1707957810.3831544,7c:54:e8:56:49:31
1707957810.4085207,7c:54:e8:56:49:31
1707957810.4308696,7c:54:e8:56:49:31
1707957810.4423914,7c:39:d7:58:82:a9
1707957810.446141,ce:da:fe:e9:a6:9e
1707957810.4579315,7c:54:e8:56:49:31
1707957810.4635086,7c:39:d7:58:82:a9
1707957810.4910185,7c:39:d7:58:82:a9
1707957810.5184088,7c:39:d7:58:82:a9
1707957810.5297215,7c:54:e8:56:49:31
1707957810.5332637,7c:39:d7:58:82:a9
1707957810.5848117,7c:54:e8:56:49:31
1707957810.5892808,7c:39:d7:58:82:a9
1707957810.6058855,7c:54:e8:56:49:31
1707957810.6323924,ce:fa:ba:c9:a2:b6
1707957810.6373916,e8:de:fb:11:dc:b8
1707957810.6911418,7c:54:e8:56:49:31
1707957810.6961417,e8:de:fb:11:dc:b8
1707957810.704678,7c:39:d7:58:82:a9
1707957810.7210517,7c:54:e8:56:49:31
1707957810.7335012,7c:39:d7:58:82:a9
1707957810.734892,7c:54:e8:56:49:31
1707957810.7398918,e8:de:fb:11:dc:b8
1707957810.764464,7c:54:e8:56:49:31
1707957810.8178816,7c:39:d7:58:82:a9
1707957810.832152,7c:54:e8:56:49:31
1707957810.8570507,7c:54:e8:56:49:31
1707957810.878643,7c:54:e8:56:49:31
1707957810.883643,e8:de:fb:11:dc:b8
1707957810.898643,7c:39:d7:58:82:a9
1707957810.902393,ce:da:fe:e9:a6:9e
1707957810.918648,7c:54:e8:56:49:31
1707957810.923648,e8:de:fb:11:dc:b8
1707957810.948212,7c:54:e8:56:49:31
1707957810.961665,7c:39:d7:58:82:a9
1707957810.971738,7c:54:e8:56:49:31
1707957810.9884405,7c:39:d7:58:82:a9
1707957811.0211434,7c:39:d7:58:82:a9
1707957811.0236433,7c:54:e8:56:49:31
1707957811.0248933,ce:da:fe:e9:a6:9e
1707957811.029893,e8:de:fb:11:dc:b8
1707957811.0423725,7c:39:d7:58:82:a9
1707957811.050806,7c:54:e8:56:49:31
1707957811.0686166,7c:39:d7:58:82:a9
1707957811.12306,7c:54:e8:56:49:31
1707957811.1699362,7c:54:e8:56:49:31
1707957811.191055,7c:54:e8:56:49:31
1707957811.2133973,7c:54:e8:56:49:31
1707957811.2346432,7c:39:d7:58:82:a9
1707957811.261811,7c:39:d7:58:82:a9
1707957811.2655332,7c:54:e8:56:49:31
1707957811.288588,7c:39:d7:58:82:a9
1707957811.293409,7c:54:e8:56:49:31
1707957811.314902,7c:39:d7:58:82:a9
1707957811.3215766,7c:54:e8:56:49:31
1707957811.3455703,3e:ef:19:eb:0b:29
1707957811.3611777,7c:39:d7:58:82:a9
1707957811.3709564,7c:54:e8:56:49:31
1707957811.3872254,7c:39:d7:58:82:a9
1707957811.3955867,7c:54:e8:56:49:31
1707957811.4397907,7c:39:d7:58:82:a9
1707957811.4578924,7c:54:e8:56:49:31
1707957811.4682586,7c:39:d7:58:82:a9
1707957811.4719703,7c:54:e8:56:49:31
1707957811.4980803,7c:54:e8:56:49:31
1707957811.518277,7c:39:d7:58:82:a9
1707957811.5222175,7c:54:e8:56:49:31
1707957811.5491645,7c:54:e8:56:49:31
1707957811.583307,7c:39:d7:58:82:a9
1707957811.6098175,7c:39:d7:58:82:a9
1707957811.6433256,7c:54:e8:56:49:31
1707957811.6507225,7c:39:d7:58:82:a9
1707957811.6798875,7c:39:d7:58:82:a9
1707957811.686081,7c:54:e8:56:49:31
1707957811.711819,7c:54:e8:56:49:31
1707957811.7321866,7c:39:d7:58:82:a9
1707957811.7381048,7c:54:e8:56:49:31
1707957811.7581446,7c:39:d7:58:82:a9
1707957811.764709,7c:54:e8:56:49:31
1707957811.773191,7c:39:d7:58:82:a9
1707957811.799695,ef:21:ad:2c:3f:0b
1707957811.8159246,7c:54:e8:56:49:31
1707957811.8446698,7c:39:d7:58:82:a9
1707957811.870676,7c:39:d7:58:82:a9
1707957811.9017546,7c:54:e8:56:49:31
1707957811.9281473,7c:39:d7:58:82:a9
