time_stamp,advertising_address,power_level
1697559932.121906,5f:be:24:61:e2:52,7
1697559932.121906,5f:be:24:61:e2:52,7
1697559932.129906,5f:be:24:61:e2:52,7
1697559932.131832,52:2e:e7:a6:73:4b,7
1697559932.147532,5c:cc:3a:bb:44:6a,9
1697559932.154117,43:40:9d:b7:43:28,8
1697559932.161421,43:40:9d:b7:43:28,8
1697559932.162512,43:40:9d:b7:43:28,8
1697559932.211033,65:02:2d:d2:42:00,8
1697559932.211033,65:02:2d:d2:42:00,8
1697559932.223196,49:21:ed:b9:34:f7,5
1697559932.22771,7e:5a:6c:04:19:16,7
1697559932.235728,7e:5a:6c:04:19:16,7
1697559932.235728,7e:5a:6c:04:19:16,7
1697559932.257288,6a:b4:99:8f:3c:7b,3
1697559932.260302,6a:b4:99:8f:3c:7b,101
1697559932.260302,6a:b4:99:8f:3c:7b,3
1697559932.26832,4a:17:d5:d3:2c:31,8
1697559932.325002,6d:29:c6:aa:f4:c8,5
1697559932.325002,4b:21:9f:41:5b:82,12
1697559932.333025,4b:21:9e:41:5b:82,12
1697559932.333025,4b:21:9f:41:5b:82,12
1697559932.35969,72:43:e4:91:6c:8d,8
1697559932.382542,7a:56:92:d9:93:ef,7
1697559932.387518,7a:56:92:d9:93:ef,7
1697559932.39311,70:ec:b9:0c:e9:d0,7
1697559932.399122,7f:ee:db:b6:27:b6,12
1697559932.399122,7f:ee:db:b6:27:b6,12
1697559932.405529,7f:ee:db:b6:27:b6,12
1697559932.409041,74:a0:83:fb:de:c3,12
1697559932.415736,74:a0:83:fb:de:c3,12
1697559932.415736,74:a0:83:fb:de:c3,12
1697559932.415736,50:c5:40:32:85:d8,8
1697559932.419282,50:c5:40:32:85:d8,8
1697559932.420412,50:c5:40:32:85:d8,8
1697559932.422862,71:e7:a8:f6:32:3d,7
1697559932.423952,71:e7:a8:f6:32:3d,7
1697559932.423952,71:e7:a8:f6:32:3d,7
1697559932.423952,68:a6:c5:bc:71:83,7
1697559932.423952,68:a6:c5:bc:71:83,7
1697559932.430562,68:a6:c5:bc:71:83,7
1697559932.435112,5f:be:24:61:e2:52,7
1697559932.435112,5f:be:24:61:e2:52,7
1697559932.438195,52:2e:e7:a6:73:4b,7
1697559932.438195,52:2e:e7:a6:73:4b,7
1697559932.441138,52:2e:e7:a6:73:4b,7
1697559932.44378,4e:c0:7f:3d:39:8c,7
1697559932.44378,4e:c0:7f:3f:39:8c,7
1697559932.483187,65:02:2d:d2:42:00,8
1697559932.483187,65:02:2d:d2:42:00,8
1697559932.483187,65:02:2d:d2:42:00,8
1697559932.530979,7e:5a:6c:04:19:16,7
1697559932.532793,7e:5a:6c:04:19:16,7
1697559932.536606,7e:5a:6c:04:19:16,7
1697559932.547655,6a:7c:a6:91:79:f5,8
1697559932.555173,6a:7c:a6:91:79:f5,8
1697559932.555173,6a:7c:a6:91:79:f5,10
1697559932.570451,6a:b4:99:8f:3c:7b,3
1697559932.590145,6a:b4:99:8f:3c:7b,3
1697559932.590145,6a:b4:99:8f:3c:7b,3
1697559932.60368,4a:17:d5:d3:2c:31,8
1697559932.60368,4a:17:d5:d3:2c:31,8
1697559932.60368,5c:cc:3a:bb:44:6a,9
1697559932.616709,5e:47:50:19:51:66,4
1697559932.61977,5e:47:50:19:51:66,4
1697559932.676953,4b:21:9f:41:5b:82,12
1697559932.689388,4b:21:9f:41:5b:82,12
1697559932.689388,4b:21:9f:41:5b:82,12
1697559932.711796,72:43:e4:91:6c:8d,8
1697559932.718309,72:43:e4:91:6c:8d,8
1697559932.759296,7a:56:92:d9:93:ef,7
1697559932.759296,7a:56:92:d9:93:ef,7
1697559932.767317,7a:56:92:d9:93:ef,7
1697559932.775812,70:ec:b9:0c:e9:d0,7
1697559932.783832,70:ec:b9:0c:e9:d0,7
1697559932.783832,70:ec:b9:0c:e9:d0,7
1697559932.824477,74:a0:83:fb:de:c3,12
1697559932.829344,71:e7:a8:f6:32:3d,7
1697559932.831215,71:e7:a8:f6:32:3d,7
1697559932.833793,71:e7:a8:f6:32:3d,7
1697559932.858475,68:a6:c5:bc:71:83,7
1697559932.863786,68:a6:c5:bc:71:83,7
1697559932.873315,52:2e:e7:a6:73:4b,7
1697559932.881427,52:2e:e7:a6:73:4b,7
1697559932.886233,52:2e:e7:a6:73:4b,7
1697559932.886233,5f:be:24:61:e2:52,7
1697559932.89198,5f:be:24:61:e2:52,7
1697559932.901481,4e:c0:7f:3f:39:8c,7
1697559932.937953,43:40:9d:b7:43:28,8
1697559932.947986,43:40:9d:b7:43:28,8
1697559932.947986,43:40:9d:b7:43:28,8
1697559932.954002,7f:f4:e4:2c:f6:a4,6
1697559932.954002,7f:f4:e4:2c:f6:a4,6
1697559932.962021,7f:f4:e4:2c:f6:a4,6
1697559932.994684,65:02:2d:d2:42:00,8
1697559933.005005,65:02:2d:d2:42:00,8
1697559933.010219,65:02:2d:d2:42:00,8
1697559933.075865,77:08:c1:87:ac:9a,8
1697559933.08682,5e:47:50:19:51:66,4
1697559933.08682,5e:47:50:19:51:66,4
1697559933.128746,72:0a:f0:cf:c8:5c,8
1697559933.13276,72:0a:f0:cf:c8:5c,8
1697559933.13276,72:0a:f0:cf:c8:5c,8
1697559933.146816,4b:21:9f:41:5b:82,12
1697559933.14885,4b:21:9f:41:5b:82,12
1697559933.14885,4b:21:9f:41:5b:82,12
1697559933.165943,72:43:e4:91:6c:8d,8
1697559933.16774,72:43:e4:91:6c:8d,8
1697559933.254119,4b:59:6d:59:5f:77,7
1697559933.277066,74:a0:83:fb:de:c3,28
1697559933.278625,74:a0:83:fb:de:c3,12
1697559933.281777,71:e7:a8:f6:32:3d,7
1697559933.281777,71:e7:a8:f6:32:3d,7
1697559933.284077,71:e7:a8:f6:32:3d,7
1697559933.286796,50:c5:40:32:85:d8,8
1697559933.286796,50:c5:40:32:85:d8,8
1697559933.294817,50:c5:40:32:85:d8,8
1697559933.34353,68:a6:c5:bc:71:83,7
1697559933.346561,68:a6:c5:bc:71:83,7
1697559933.351603,52:2e:e7:a6:73:4b,7
1697559933.401647,43:40:9d:b7:43:28,8
1697559933.406301,43:40:9d:b7:43:28,8
1697559933.407411,c3:40:9d:b7:43:28,8
1697559933.418808,7f:f4:e4:2c:f6:a4,6
1697559933.424858,65:02:2d:d2:42:00,8
1697559933.42772,65:02:2d:d2:42:00,8
1697559933.42772,65:02:2d:d2:42:00,8
1697559933.449979,4a:17:d5:d3:2c:31,8
1697559933.449979,4a:17:d5:d3:2c:31,8
1697559933.449979,4a:17:d5:d3:2c:31,8
1697559933.466163,5c:cc:3a:bb:44:6a,9
1697559933.466163,5e:47:50:19:51:66,4
1697559933.669689,7a:56:92:d9:93:ef,7
1697559933.726471,7f:ee:db:b6:27:b6,12
1697559933.732401,7f:ee:db:b6:27:b6,12
1697559933.733709,4b:59:6d:59:5f:77,7
1697559933.762014,74:a0:83:fb:de:c3,12
1697559933.768141,74:a0:83:fb:de:c3,12
1697559933.768141,50:c5:40:32:85:d8,8
1697559933.800745,68:a6:c5:bc:71:83,7
1697559933.800745,68:a6:c5:bc:71:83,7
1697559933.833389,52:2e:e7:a6:73:4b,7
1697559933.834495,52:2e:e7:a6:73:4b,7
1697559933.836914,52:2e:e7:a6:73:4b,7
1697559933.898735,5c:cc:3a:bb:44:6a,9
1697559933.900938,43:40:9d:b7:43:28,8
1697559933.900938,65:02:2d:d2:42:00,8
1697559933.900938,65:02:2d:d2:42:00,8
1697559933.900938,65:02:2d:d2:42:00,8
1697559933.973199,77:08:c1:87:ac:9a,8
1697559933.973199,5e:47:50:19:51:66,4
1697559933.990691,72:0a:f0:cf:c8:5c,8
1697559933.992323,72:0a:f0:cf:c8:5c,8
1697559933.994063,72:0a:f0:cf:c8:5c,8
1697559934.029971,72:43:e4:91:6c:8d,8
1697559934.070548,7a:56:92:d9:93:ef,7
1697559934.070548,7a:56:92:d9:93:ef,7
1697559934.078568,7a:56:92:d9:93:ef,7
1697559934.097899,5c:cc:3a:bb:44:6a,9
1697559934.10293,7f:ee:db:b6:27:b6,12
1697559934.10293,7f:ee:db:b6:27:b6,12
1697559934.178987,74:a0:83:fb:de:c3,12
1697559934.201445,74:a0:83:fb:de:c3,12
1697559934.225556,74:a0:83:fb:de:c3,12
1697559934.233575,68:a6:c5:bc:71:83,7
1697559934.241595,68:a6:c5:bc:71:83,7
1697559934.243753,68:a6:c5:bc:71:83,7
1697559934.274154,52:2e:e7:a6:73:4b,7
1697559934.282173,52:2e:e7:a6:73:4b,7
1697559934.287804,52:2e:e7:a6:73:4b,7
1697559934.339176,43:40:9d:b7:43:28,8
1697559934.415413,7f:f4:e4:2c:f6:a4,6
1697559934.421309,7f:f4:e4:2c:f6:a4,6
1697559934.506772,65:02:2d:d2:42:00,8
1697559934.506772,65:02:2d:d2:42:00,8
1697559934.574517,7e:5a:6c:04:19:16,7
1697559934.574517,7e:5a:6c:04:19:16,7
1697559934.574517,7e:5a:6c:04:19:16,7
1697559934.658222,6a:b4:99:8f:3c:7b,3
1697559934.658222,6a:b4:99:8f:3c:7b,3
1697559934.665232,6a:b4:99:8f:3c:7b,3
1697559934.670756,4a:17:d5:d3:2c:31,8
1697559934.794893,5c:cc:3a:bb:44:6a,9
1697559934.794893,5c:cc:3a:bb:44:6a,9
1697559934.835846,72:43:e4:91:6c:8d,8
1697559934.841544,72:43:e4:91:6c:8d,8
1697559934.87656,7a:56:92:d9:93:ef,7
1697559934.87656,7a:56:92:d9:93:ef,7
1697559934.880136,7a:56:92:d9:93:ef,7
1697559934.888282,70:ec:b9:0c:e9:d0,7
1697559934.917169,4b:59:6d:59:5f:77,7
1697559934.96651,50:c5:40:32:85:d8,8
1697559934.983317,68:a6:c5:bc:71:83,7
1697559934.986856,68:a6:c5:bc:71:83,7
1697559934.986856,68:a6:c5:bc:71:83,7
1697559934.99137,74:a0:83:fb:de:c3,12
1697559934.99137,74:a0:83:fb:de:c3,12
1697559934.99137,74:a0:83:fb:de:c3,12
1697559934.999389,52:2e:e7:a6:73:4b,7
1697559935.026016,52:2e:e7:a6:73:4b,7
1697559935.027242,52:2e:e7:a6:73:4b,7
1697559935.072566,5f:be:24:61:e2:52,7
1697559935.072566,5f:be:24:61:e2:52,7
1697559935.080583,5f:be:24:61:e2:52,7
1697559935.170333,43:40:9d:b7:43:28,8
1697559935.170333,43:40:9d:b7:43:28,8
1697559935.170333,43:40:9d:b7:43:28,8
1697559935.181828,7f:f4:e4:2c:f6:a4,6
1697559935.181828,7f:f4:e4:2c:f6:a4,6
1697559935.184697,7f:f4:e4:2c:f6:a4,6
1697559935.237774,6a:b4:99:8f:3c:7b,3
1697559935.24479,6a:b4:99:8f:3c:7b,3
1697559935.24479,6a:b4:99:8f:3c:7b,3
1697559935.249303,4a:17:d5:d3:2c:31,8
1697559935.252814,4a:17:d5:d3:2c:31,8
1697559935.270066,5e:47:50:19:51:66,4
1697559935.30984,72:43:e4:91:6c:8d,8
1697559935.319708,72:43:e4:91:6c:8d,8
1697559935.319708,72:43:e4:91:6c:8d,8
1697559935.32934,7a:56:92:d9:93:ef,7
1697559935.334352,70:ec:b9:0c:e9:d0,7
1697559935.334352,70:ec:b9:0c:e9:d0,7
1697559935.363378,50:c5:40:32:85:d8,8
1697559935.363378,50:c5:40:32:85:d8,8
1697559935.370532,50:c5:40:32:85:d8,8
1697559935.371662,74:a0:83:fb:de:c3,12
1697559935.373123,74:a0:83:fb:de:c3,12
1697559935.375641,74:a0:83:fb:de:c3,12
1697559935.402684,68:a6:c5:bc:71:83,7
1697559935.440907,52:2e:e7:a6:73:4b,7
1697559935.490055,4e:c0:7f:3e:39:8c,7
1697559935.491344,4e:c0:7f:3f:39:8c,7
1697559935.498493,5f:be:24:61:e2:52,7
1697559935.498493,5f:be:24:61:e2:52,7
1697559935.498493,5f:be:24:61:e2:52,7
1697559935.535445,7f:f4:e4:2c:f6:a4,6
1697559935.54145,7f:f4:e4:2c:f6:a4,6
1697559935.549297,65:02:2d:d2:42:00,8
1697559935.605118,49:21:ed:b9:34:f7,5
1697559935.605118,7e:5a:6c:04:19:16,7
1697559935.605118,7e:5a:6c:04:19:16,7
1697559935.609257,7e:5a:6c:04:19:16,7
1697559935.673472,6a:b4:99:8f:3c:7b,3
1697559935.676302,6a:b4:99:8f:3c:7b,3
1697559935.676302,6a:b4:99:8f:3c:7b,3
1697559935.681766,4a:17:d5:d3:2c:31,8
1697559935.682946,4a:17:d5:d3:2c:31,8
1697559935.837408,4b:21:9f:41:5b:82,12
1697559935.849724,4b:21:9f:41:5b:82,12
1697559935.869015,4b:21:9f:41:5b:82,12
1697559935.889833,72:43:e4:91:6c:8d,8
1697559935.891649,72:43:e4:91:6c:8d,8
1697559935.926415,7a:56:92:d9:93:ef,7
1697559935.926415,7a:56:92:d9:93:ef,7
1697559935.926415,7a:56:92:d9:93:ef,7
1697559935.945209,70:ec:b9:0c:e9:d0,7
1697559935.946915,70:ec:b9:0c:e9:d0,7
1697559935.949928,70:ec:b9:0c:e9:d0,7
1697559935.950937,7f:ee:db:b6:27:b6,12
1697559935.958953,7f:ee:db:b6:27:b6,12
1697559935.967272,4a:17:d5:d3:2c:31,8
1697559935.99155,4a:17:d5:d3:2c:31,8
1697559935.99155,4a:17:d5:d3:2c:31,8
1697559936.009162,50:c5:40:32:85:d8,8
1697559936.009162,50:c5:40:32:85:d8,8
1697559936.012465,50:c5:40:32:85:d8,8
1697559936.012465,74:a0:83:fb:de:c3,12
1697559936.012465,74:a0:83:fb:de:c3,12
1697559936.012465,74:a0:83:fb:de:c3,12
1697559936.023097,71:e7:a8:f6:32:3d,7
1697559936.024742,71:e7:a8:f6:32:3d,7
1697559936.024742,71:e7:a8:f6:32:3d,7
1697559936.030921,52:2e:e7:a6:73:4b,7
1697559936.03424,52:2e:e7:a6:73:4b,7
1697559936.03424,52:2e:e7:a6:73:4b,7
1697559936.049275,7f:ee:db:b6:27:b6,12
1697559936.074429,7f:ee:db:b6:27:b6,12
1697559936.106129,7f:ee:db:b6:27:b6,12
1697559936.114127,7f:ee:db:b6:27:b6,12
1697559936.120129,43:40:9d:b7:43:28,8
1697559936.123806,43:40:9d:b7:43:28,8
1697559936.162675,43:40:9d:b7:43:28,8
1697559936.170834,7f:f4:e4:2c:f6:a4,6
1697559936.181638,4a:17:d5:d3:2c:31,8
1697559936.186074,4a:17:d5:d3:2c:31,8
1697559936.186074,4a:17:d5:d3:2c:31,8
1697559936.212293,6a:b4:99:8f:3c:7b,3
1697559936.212293,6a:b4:99:8f:3c:7b,3
1697559936.212293,6a:b4:99:8f:3c:7b,3
1697559936.244729,7f:ee:db:b6:27:b6,12
1697559936.249119,7f:ee:db:b6:27:b6,12
1697559936.250138,7f:ee:db:b6:27:b6,12
1697559936.274197,7f:ee:db:b6:27:b6,12
1697559936.277715,7f:ee:db:b6:27:b6,12
1697559936.285739,7f:ee:db:b6:27:b6,12
1697559936.310562,72:43:e4:91:6c:8d,8
1697559936.375844,70:ec:b9:0c:e9:d0,7
1697559936.380514,70:ec:b9:0c:e9:d0,7
1697559936.394098,7f:ee:db:b6:27:b6,12
1697559936.394098,7f:ee:db:b6:27:b6,12
1697559936.398614,7f:ee:db:b6:27:b6,12
1697559936.498379,50:c5:40:32:85:d8,8
1697559936.498379,50:c5:40:32:85:d8,8
1697559936.502769,50:c5:40:32:85:d8,8
1697559936.509632,74:a0:83:fb:de:c3,12
1697559936.522273,52:2e:e7:a6:73:4b,7
1697559936.522273,52:2e:e7:a6:73:4b,7
1697559936.533878,52:2e:e7:a6:73:4b,7
1697559936.547767,5f:be:24:61:e2:52,7
1697559936.549199,5f:be:24:61:e2:52,7
1697559936.571158,43:40:9d:b7:43:28,8
1697559936.571158,43:40:9d:b7:43:28,8
1697559936.571158,43:40:9d:b7:43:28,8
1697559936.587808,7f:f4:e4:2c:f6:a4,6
1697559936.595828,7f:f4:e4:2c:f6:a4,6
1697559936.595828,7f:f4:e4:2c:f6:a4,6
1697559936.635885,65:02:2d:d2:42:00,8
1697559936.638941,65:02:2d:d2:42:00,8
1697559936.651985,65:02:2d:d2:42:00,8
1697559936.684438,7e:5a:6c:04:19:16,7
1697559936.709994,6a:b4:99:8f:3c:7b,3
1697559936.716799,6a:b4:99:8f:3c:7b,3
1697559936.716799,6a:b4:99:8f:3c:7b,3
1697559936.774244,64:eb:39:3e:8b:13,8
1697559936.782264,64:eb:39:3e:8b:13,8
1697559936.782264,64:eb:39:3e:8b:13,8
1697559936.790533,72:43:e4:91:6c:8d,8
1697559936.814692,7a:56:92:d9:93:ef,7
1697559936.826295,7a:56:92:d9:93:ef,7
1697559936.826295,7a:56:92:d9:93:ef,7
1697559936.831907,70:ec:b9:0c:e9:d0,7
1697559936.845392,70:ec:b9:0c:e9:d0,7
1697559936.847406,70:ec:b9:0c:e9:d0,7
1697559936.880176,64:eb:39:3e:8b:13,8
1697559936.880176,64:eb:39:3e:8b:13,8
1697559936.880176,50:c5:40:32:85:d8,8
1697559936.891017,50:c5:40:32:85:d8,8
1697559936.892308,50:c5:40:32:85:d8,8
1697559936.908492,68:a6:c5:bc:71:83,7
1697559936.913011,68:a6:c5:bc:71:83,7
1697559936.913011,68:a6:c5:bc:71:83,7
1697559936.96184,71:e7:a8:f6:32:3d,7
1697559936.96184,71:e7:a8:f6:32:3d,7
1697559936.96184,71:e7:a8:f6:32:3d,7
1697559936.978093,52:2e:e7:a6:73:4b,7
1697559936.980579,52:2e:e7:a6:73:4b,7
1697559936.983524,52:2e:e7:a6:73:4b,7
1697559937.051501,50:c5:40:32:85:d8,8
1697564232.026347,50:c5:40:32:85:d8,8
1697564232.035976,64:eb:39:3e:8b:13,8
1697564232.036616,64:eb:39:3e:8b:13,8
1697564232.037625,64:eb:39:3e:8b:13,8
1697564232.072958,7e:5a:6c:04:19:16,7
1697564232.093571,4a:17:d5:d3:2c:31,8
1697564232.105932,6a:7c:a6:91:79:f5,8
1697564232.131842,43:40:9d:b7:43:28,8
1697564232.132482,43:40:9d:b7:43:28,8
1697564232.141556,64:58:01:ac:5b:21,12
1697564232.142196,64:58:01:ac:5b:21,12
1697564232.142836,64:58:01:ac:5b:21,12
1697564232.168715,5c:cc:3a:bb:44:6a,9
1697564232.169494,5c:cc:3a:bb:44:6a,9
1697564232.172953,4b:21:9f:41:5b:82,12
1697564232.233668,74:a0:83:fb:de:c3,12
1697564232.234685,74:a0:83:fb:de:c3,-116
1697564232.235493,74:a0:83:fb:de:c3,12
1697564232.248781,70:ec:b9:0c:e9:d0,7
1697564232.273422,52:2e:e7:a6:73:4b,7
1697564232.305709,50:c5:40:32:85:d8,8
1697564232.306357,50:c5:40:32:85:d8,8
1697564232.314487,64:eb:39:3e:8b:13,8
1697564232.315127,64:eb:39:3e:8b:13,8
1697564232.318425,68:a6:c5:bc:71:82,7
1697564232.339679,6a:b4:99:8f:3c:7b,3
1697564232.340688,6a:b4:99:8f:3c:7b,3
1697564232.356141,5c:cc:3a:bb:44:6a,9
1697564232.35692,5c:cc:3a:bb:44:6a,9
1697564232.357699,5c:cc:3a:bb:44:6a,9
1697564232.365425,4a:17:d5:d3:2c:31,8
1697564232.38116,5e:47:50:19:51:66,4
1697564232.3818,5e:43:50:19:51:06,4
1697564232.417811,64:58:01:ac:5b:21,12
1697564232.418451,64:58:01:ac:5b:21,12
1697564232.419461,64:58:01:ac:5b:21,12
1697564232.445525,4b:21:9f:41:5b:82,12
1697564232.491998,72:0a:f0:cf:c8:5c,8
1697564232.54497,71:e7:a8:f6:32:3d,7
1697564232.545619,79:e7:a8:f6:32:3d,39
1697564232.545979,5c:cc:3a:bb:44:6a,9
1697564232.54712,5c:cc:3a:bb:44:6a,9
1697564232.55039,52:2e:e7:a6:73:4b,7
1697564232.551038,52:2e:e7:a6:73:4b,7
1697564232.579467,50:c5:40:32:85:d8,8
1697564232.580115,50:c5:40:32:85:d8,8
1697564232.589492,64:eb:39:3e:8b:13,8
1697564232.590132,64:eb:39:3e:8b:13,8
1697564232.61559,7e:5a:6c:04:19:16,7
1697564232.619586,6a:b4:99:8f:3c:7b,3
1697564232.620595,6a:b8:99:8f:3c:7b,3
1697564232.621234,6a:b4:99:8f:3c:7b,3
1697564232.644545,4a:17:d5:d3:2c:31,8
1697564232.663486,7f:ed:47:9b:e4:3d,7
1697564232.684115,43:40:9d:b7:43:28,8
1697564232.691574,64:58:01:ac:5b:21,12
1697564232.709663,50:c5:40:32:85:d8,8
1697564232.710622,50:c5:40:32:85:d8,8
1697564232.735876,5c:cc:3a:bb:44:6a,9
1697564232.763254,72:0a:f0:cf:c8:5d,8
1697564232.79006,74:a0:83:fb:de:c3,12
1697564232.791077,74:a0:83:fb:de:c3,12
1697564232.803915,70:ec:b9:0c:e9:d0,7
1697564232.816701,71:e7:a8:f6:32:3d,7
1697564232.860984,64:eb:39:3e:8b:13,8
1697564232.861624,64:eb:39:3e:8b:13,8
1697564232.862264,64:eb:39:3e:8b:13,8
1697564232.895058,7e:5a:6c:04:19:16,7
1697564232.897,6a:b4:99:8f:3c:7b,3
1697564232.89764,6a:b4:99:8f:3c:7b,3
1697564232.89828,6a:b4:99:8f:3c:7b,3
1697564232.921031,4a:17:d5:d3:2c:31,8
1697564232.921679,4a:17:d5:d3:2c:31,8
1697564232.935348,7f:ed:47:9b:e4:3d,7
1697564232.935988,7f:ed:47:9b:e4:3d,7
1697564232.936628,7f:ed:47:9b:ec:3d,7
1697564232.964078,64:58:01:ac:5b:21,12
1697564232.964718,64:58:01:ac:5b:21,12
1697564232.965727,64:58:01:ac:5b:21,12
1697564232.985687,50:c5:40:32:85:d8,8
1697564233.037007,72:4a:f0:cf:c8:5c,8
1697564233.064328,7a:56:92:d9:93:ef,7
1697564233.064976,7a:56:92:d9:93:ef,7
1697564233.065994,7a:56:92:d9:93:ef,7
1697564233.067628,74:a0:83:fb:de:c3,12
1697564233.068276,74:a0:83:fb:de:c3,12
1697564233.069293,74:a0:83:fb:de:c3,12
1697564233.091771,71:e7:a8:f6:32:3d,7
1697564233.107709,52:2e:e7:a6:73:4b,7
1697564233.108799,5c:cc:3a:bb:44:6a,9
1697564233.134145,7f:f4:e4:2c:f6:a4,6
1697564233.135778,7f:f4:e4:2c:f6:a4,6
1697564233.140987,64:eb:39:3e:8b:13,8
1697564233.141627,64:eb:39:3e:8b:13,8
1697564233.142636,64:eb:39:3e:8b:13,8
1697564233.166994,7e:5a:6c:04:19:16,7
1697564233.167642,7e:5a:6c:04:19:16,7
1697564233.17396,6a:b4:99:8f:3c:7b,3
1697564233.196681,4a:17:d5:d3:2c:31,8
1697564233.214102,7f:ed:47:9b:e4:3d,7
1697564233.214742,7f:ed:47:9b:e4:3d,7
1697564233.233118,43:40:9d:b7:43:28,8
1697564233.233758,43:40:9d:b7:43:28,8
1697564233.24033,64:58:01:ac:5b:21,12
1697564233.24097,64:58:01:ac:5b:21,12
1697564233.24161,64:58:01:ac:5b:21,12
1697564233.259031,50:c5:40:32:85:d8,8
1697564233.259679,50:c5:40:32:85:d8,8
1697564233.260327,50:c5:40:32:85:d8,8
1697564233.271739,4b:21:9f:41:5b:82,12
1697564233.272379,4b:21:9c:41:5b:82,12
1697564233.297099,5c:cc:3a:bb:44:6a,9
1697564233.317643,72:0a:f0:cf:c8:5c,8
1697564233.318275,72:0a:f0:cf:c8:5c,8
1697564233.335649,7a:56:92:d9:93:ef,7
1697564233.336945,7a:56:92:d9:93:ef,7
1697564233.343938,74:a0:83:fb:de:c3,12
1697564233.363935,71:e7:a8:f6:32:3d,7
1697564233.364583,71:e7:a8:f6:32:3d,7
1697564233.365553,71:e7:a8:f6:32:3d,7
1697564233.38308,52:2e:e7:a6:73:4b,7
1697564233.383728,52:2e:e7:a6:73:4b,7
1697564233.411722,7f:f4:e4:2c:f6:a4,6
1697564233.412241,64:eb:39:3e:8b:13,8
1697564233.412881,64:eb:39:3e:8b:13,8
1697564233.413521,64:eb:39:3e:8b:13,8
1697564233.447062,7e:5a:6c:04:19:16,7
1697564233.448358,7e:5a:6c:04:19:16,-57
1697564233.449474,6a:b4:99:8f:3c:7b,3
1697564233.450114,6a:b4:99:8f:3c:7b,3
1697564233.509406,43:40:9d:b1:43:28,8
1697564233.516584,64:58:01:ac:5b:21,12
1697564233.517224,64:58:01:ac:5b:21,12
1697564233.517864,64:58:01:ac:5b:21,12
1697564233.530938,50:c5:40:32:85:d8,8
1697564233.531586,50:c5:40:32:85:d8,8
1697564233.590148,72:0a:f0:cf:c8:5c,8
1697564233.591148,72:0a:f0:cf:c8:5c,8
1697564233.615719,7a:56:92:d9:93:ef,7
1697564233.616368,7a:56:92:d9:93:ef,7
1697564233.617016,7a:56:92:d9:93:ef,7
1697564233.62275,74:a0:83:fb:de:c3,12
1697564233.686153,7f:f4:e4:2c:f6:a4,6
1697564233.692012,68:a6:c5:bc:71:83,4
1697564233.710238,7f:ee:db:b6:27:b6,12
1697564233.724396,6a:b4:99:8f:3c:7b,3
1697564233.725036,6a:b4:99:8f:3c:7b,3
1697564233.725676,6a:b4:99:8f:3c:7b,3
1697564233.750805,4a:17:d5:d3:2c:31,8
1697564233.751453,4a:17:d5:d3:2c:31,8
1697564233.762712,3e:47:50:79:51:66,4
1697564233.76372,5e:47:50:19:51:66,4
1697564233.764359,5e:4b:50:19:59:66,3
1697564233.783134,43:40:9d:b7:43:28,8
1697564233.784143,43:40:9d:b7:43:28,8
1697564233.784783,43:40:9d:b7:43:28,8
1697564233.789084,64:58:01:ac:5b:21,12
1697564233.789724,64:58:01:ac:5b:21,12
1697564233.790364,64:58:01:ac:5b:21,12
1697564233.801318,50:c5:40:32:85:d8,8
1697564233.801966,50:c5:40:32:85:d8,8
1697564233.831148,4b:21:9f:41:5b:82,12
1697564233.860773,72:0a:f0:cf:c8:5c,8
1697564233.861774,72:0a:f0:cf:c8:5c,8
1697564233.862406,72:0a:f0:c7:c8:5c,8
1697564233.88704,7a:56:92:d9:93:ef,7
1697564233.887689,7a:56:92:d9:93:ef,7
1697564233.888337,7a:56:92:d9:93:ef,7
1697564233.901607,74:a0:83:fb:de:c3,12
1697564233.945912,52:2e:e7:a6:73:4b,7
1697564233.94656,52:2e:e7:a6:73:4b,7
1697564233.959332,7f:f4:e4:2c:f6:a4,6
1697564233.959964,7f:f4:e4:2c:f6:a4,6
1697564233.96167,68:a6:c5:bc:71:83,7
1697564233.965388,64:eb:39:3e:8b:13,8
1697564233.966028,64:eb:39:3e:8b:13,8
1697564233.99844,6b:b4:99:8f:3c:7b,3
1697564233.99908,6a:b4:99:8f:3c:7b,3
1697564234.022336,5a:17:d5:c3:2c:31,8
1697564234.041556,5e:47:56:19:51:66,4
1697564234.043436,5c:cc:3a:bb:44:6a,9
1697564234.05814,43:40:9d:b7:43:28,8
1697564234.05878,43:40:9d:b7:43:28,8
1697564234.063479,64:58:01:ac:5b:21,12
1697564234.064119,64:58:01:ac:5b:21,12
1697564234.075309,50:c5:40:32:85:d8,8
1697564234.075957,50:c5:40:32:85:d8,8
1697564234.076605,50:c5:40:32:85:d8,8
1697564234.175372,74:a0:83:fb:de:c3,12
1697564234.17602,74:a0:83:fb:de:c3,12
1697564234.184808,71:e7:a8:f6:32:3d,7
1697564234.185457,71:e7:a8:f6:32:3d,7
1697564234.186105,71:e7:a8:f6:32:3d,7
1697564234.215328,52:2e:e7:a6:73:4b,7
1697564234.215976,52:2e:e7:a6:73:4b,7
1697564234.216624,52:2e:e7:a6:73:4b,7
1697564234.229394,7f:f4:e4:2c:f6:a4,6
1697564234.230515,5c:cc:3a:bb:44:6a,9
1697564234.239143,64:eb:39:3e:8b:13,8
1697564234.239783,64:eb:39:3e:8b:13,8
1697564234.241773,68:a6:c5:bc:71:83,7
