time_stamp,advertising_address
1707961110.6330242,7e:17:df:6c:ae:68
1707961110.6555245,7e:17:df:6c:ae:68
1707961110.6780248,7e:17:df:6c:ae:68
1707961110.699275,7e:17:df:6c:ae:68
1707961110.723025,7e:17:df:6c:ae:68
1707961110.7467752,7e:17:df:6c:ae:68
1707961110.7667751,7e:17:df:6c:ae:68
1707961110.7892754,7e:17:df:6c:ae:68
1707961110.8092754,7e:17:df:6c:ae:68
1707961110.8330257,7e:17:df:6c:ae:68
1707961110.8555257,7e:17:df:6c:ae:68
1707961110.876776,7e:17:df:6c:ae:68
1707961110.8992758,7e:17:df:6c:ae:68
1707961110.9242764,7e:17:df:6c:ae:68
1707961110.949276,7e:17:df:6c:ae:68
1707961110.9717762,7e:17:df:6c:ae:68
1707961110.9942765,7e:17:df:6c:ae:68
1707961111.0167768,7e:17:df:6c:ae:68
1707961111.0442767,7e:17:df:6c:ae:68
1707961111.071777,7e:17:df:6c:ae:68
1707961111.0930274,7e:17:df:6c:ae:68
1707961111.113027,7e:17:df:6c:ae:68
1707961111.1367774,7e:17:df:6c:ae:68
1707961111.1580276,7e:17:df:6c:ae:68
1707961111.179278,7e:17:df:6c:ae:68
1707961111.2067776,7e:17:df:6c:ae:68
1707961111.2292778,7e:17:df:6c:ae:68
1707961111.298028,7e:17:df:6c:ae:68
1707961111.3267787,7e:17:df:6c:ae:68
1707961111.3492785,7e:17:df:6c:ae:68
1707961111.3705285,7e:17:df:6c:ae:68
1707961111.3917787,7e:17:df:6c:ae:68
1707961111.414279,7e:17:df:6d:ae:68
1707961111.4417791,7e:17:df:6c:ae:68
1707961111.466779,7e:17:df:6c:ae:68
1707961111.5167797,7e:17:df:6c:ae:68
1707961111.5392795,7e:17:df:6c:ae:68
1707961111.5655298,7e:17:df:6c:ae:68
1707961111.58553,7e:17:df:6c:ae:68
1707961111.6080298,7e:17:df:6c:ae:68
1707961111.62928,7e:17:df:6c:ae:68
1707961111.6580303,7e:17:df:6c:ae:68
1707961111.6817806,7e:17:df:6c:ae:68
1707961111.7030306,7e:17:df:6c:ae:68
1707961111.7280307,7e:17:df:6c:ae:68
1707961111.779281,7e:17:df:6c:ae:68
1707961111.8267813,7e:17:df:6c:ae:68
1707961111.8492815,7e:17:df:6c:ae:68
1707961111.8742816,7e:1f:df:6c:ae:68
1707961111.8942816,7e:17:df:6c:ae:68
1707961111.9205317,7e:17:df:6c:ae:68
1707961111.948032,7e:17:df:6c:ae:68
1707961111.968032,7e:17:df:6d:ae:68
1707961112.009282,7e:17:df:6c:ae:68
1707961112.0617824,7e:17:df:6c:ae:68
1707961112.0867825,7e:17:df:6d:ae:68
1707961112.1080327,7e:17:df:6c:ae:68
1707961112.130533,7e:17:df:6c:ae:68
1707961112.155533,7e:17:df:6c:ae:68
1707961112.2042832,7e:17:df:6c:ae:68
1707961112.2330332,7e:17:df:6c:ae:68
1707961112.2530334,7e:17:df:6c:ae:68
1707961112.2742836,7e:17:df:6c:ae:68
1707961112.296784,7e:17:db:6c:ae:68
1707961112.320534,7e:17:df:6c:ae:68
1707961112.3667843,7e:17:df:6c:ae:68
1707961112.3905344,7e:17:df:6c:ae:68
1707961112.4130342,7f:17:df:6d:ae:68
1707961112.476785,7e:17:df:6c:ac:68
1707961112.526785,7e:17:df:6c:ae:68
1707961112.5555353,7e:17:df:6c:ae:68
1707961112.6092854,7e:17:df:6c:ae:68
1707961112.6367855,7e:17:df:6c:ae:68
1707961112.684286,7e:17:df:6c:ae:68
1707961112.7092862,7e:17:df:6c:ae:68
1707961112.7655365,7e:17:df:6c:ae:68
1707961112.7930367,7e:17:df:6c:ae:68
1707961112.8142867,7e:17:df:6c:ae:68
1707961112.8417866,7e:17:df:6c:ae:68
1707961112.868037,7e:17:df:6c:ae:68
1707961112.9130373,7e:17:df:6c:ae:68
1707961112.9405375,7e:17:df:6c:ae:68
1707961112.9605372,7e:17:df:6c:ae:68
1707961113.0030377,7e:17:df:6c:ae:68
1707961113.0230377,7e:17:df:6c:ae:68
1707961113.068038,7e:17:df:6c:ae:68
1707961113.0942879,7e:17:df:6c:ae:68
1707961113.114288,7e:17:df:6c:ae:68
1707961113.1380384,7e:17:5f:6c:ae:68
1707961113.1592884,7e:17:df:6c:ae:68
1707961113.1880386,7e:17:df:6c:ae:68
1707961113.208039,7e:17:dd:64:ae:48
1707961113.2342892,7e:17:df:6c:ae:68
1707961113.6010354,7e:17:df:6c:ae:68
1707961113.678536,7e:17:df:6c:ae:68
1707961114.041793,7e:17:df:6d:ae:68
1707961114.0880435,7e:17:df:6c:ae:68
1707961114.1305437,7e:17:df:6c:ae:68
1707961114.1580439,7e:17:df:6c:ae:68
1707961114.1830442,7e:17:df:6c:ae:68
1707961114.2042942,7e:17:df:6c:ae:68
1707961114.2255445,7e:17:df:6c:ae:68
1707961114.2542944,7e:17:db:6c:ae:68
1707961114.2805448,7e:17:df:6c:ae:68
1707961114.3055449,7e:17:df:6c:ae:68
1707961114.325545,7e:17:df:6c:ae:68
1707961114.354295,7e:17:df:6c:ae:48
1707961114.379295,7e:17:df:6c:ae:68
1707961114.4280453,7e:17:df:6c:ae:68
1707961114.4285398,7e:17:df:6c:ae:68
1707961114.4288654,7e:17:df:6c:ae:68
1707961114.4535398,7e:17:df:6c:ae:68
1707961114.4742956,7e:17:5f:6c:ae:68
1707961114.5017958,7e:17:df:6c:ae:68
1707961114.50229,7e:17:df:6c:ae:68
1707961114.530546,7e:17:df:6c:ae:68
1707961114.5310411,7e:17:df:6c:ae:68
1707961114.531366,7e:17:df:4c:ae:68
1707961114.5817964,7e:17:df:64:ae:68
1707961114.5822914,7e:17:df:6c:ae:68
1707961114.5826163,7e:17:5f:6c:ae:68
1707961114.6080463,7e:17:df:6c:ae:68
1707961114.6085413,7e:17:df:6c:ae:68
1707961114.6088665,7e:17:df:6c:ae:68
1707961114.6330466,7e:17:df:6c:ae:68
1707961114.6617968,7e:17:5f:6c:ae:68
1707961114.7405474,7e:17:df:6c:ae:68
1707961114.7667975,7e:17:df:6c:ae:68
1707961114.7955477,7e:17:df:6c:ae:68
1707961114.8242977,7e:17:df:6c:ae:68
1707961114.844298,7e:17:df:6c:ae:68
1707961114.873048,7e:17:df:6c:ae:68
1707961114.898048,7e:17:df:6c:ae:68
1707961114.9405482,7e:17:df:6c:ae:68
1707961114.9692984,7e:17:df:6c:ae:68
1707961114.9955485,7e:17:df:6c:ae:68
1707961115.0430486,7e:17:df:6c:ae:68
1707961115.0680492,7e:17:df:6c:ae:68
1707961115.0905492,7e:17:df:6c:ae:68
1707961115.115549,7e:17:df:6c:ae:68
1707961115.1430495,7e:17:df:6c:ae:68
1707961115.1855495,7e:17:df:6c:ae:68
1707961115.2142997,7e:17:df:6c:ae:68
1707961115.2868001,7e:17:df:6c:ae:68
1707961115.3368006,7e:17:df:6c:ae:68
1707961115.3605506,7e:17:df:6c:ae:68
1707961115.3818007,7e:17:df:6c:ae:68
1707961115.4080508,7e:17:df:6c:ae:68
1707961115.436801,7e:17:df:6c:ae:68
1707961115.461801,7e:17:df:6c:ae:68
1707961115.4855514,7e:17:df:6c:ae:68
1707961115.5080514,7e:17:df:6c:ae:68
1707961115.5293016,7e:17:df:6c:ae:68
1707961115.5855517,7e:17:df:6c:ae:68
1707961115.6143022,7e:17:df:6c:ae:68
1707961115.6830523,7e:17:df:6c:ae:68
1707961115.7118027,7e:1f:df:6c:ae:68
1707961115.7343028,7e:17:df:6c:ae:68
1707961115.7347806,7e:17:df:6c:ae:68
1707961115.7351065,7e:17:df:6c:ae:68
1707961115.7547808,7e:17:df:6c:ae:68
1707961115.7551067,7e:17:df:6c:ae:68
1707961115.8043032,7e:17:df:6c:ae:68
1707961115.8047822,7e:17:df:6c:ae:68
1707961115.805107,7e:17:df:6c:ae:68
1707961115.830553,7e:17:df:6c:ae:68
1707961115.8310323,7e:17:df:6c:ae:68
1707961115.8543034,7e:17:df:6c:ae:68
1707961115.8747818,7e:17:df:6c:ae:68
1707961115.8751075,7e:17:df:6c:ae:68
1707961115.8980536,7e:17:df:6c:ae:68
1707961115.8985322,7e:17:df:6c:ae:68
1707961115.9243038,7e:17:df:6c:ae:68
1707961115.9501078,7e:17:df:6c:ae:68
1707961115.976804,7e:17:df:6c:ae:68
1707961115.977282,75:7c:21:0a:24:34
1707961115.977608,7e:17:df:6c:ae:68
1707961116.0030541,7e:17:df:6c:ae:68
1707961116.0243042,7e:17:df:6c:ae:68
1707961116.0247822,7e:17:df:6c:ae:68
1707961116.0251074,7e:17:df:6c:ae:68
1707961116.0505543,7e:17:df:6c:ae:68
1707961116.0510333,7e:17:df:6c:ae:68
1707961116.0513585,7e:17:df:6c:ae:68
1707961116.0730546,7e:17:df:6c:ae:68
1707961116.1005545,7e:17:df:6c:ae:68
1707961116.1013587,7e:17:df:6c:ae:68
1707961116.1280549,7e:17:df:6c:ae:68
1707961116.1285334,7e:17:df:6c:ae:68
1707961116.1288586,7e:17:df:6c:ae:68
1707961116.155555,7e:17:df:6c:ae:68
1707961116.1560333,7e:17:df:6c:ae:68
1707961116.156359,7e:17:df:6c:ae:68
1707961116.184305,7e:17:df:6c:ae:68
1707961116.1847832,7e:17:df:6c:ae:68
1707961116.1851087,7e:17:df:6c:ae:68
1707961116.2093048,7e:17:df:6c:ae:68
1707961116.2318056,7e:17:df:6c:ae:68
1707961116.2322836,7e:17:df:6c:ae:68
1707961116.2326086,7e:17:df:6c:ae:68
1707961116.2518055,7e:17:df:6c:ae:68
1707961116.2522836,7e:17:df:6c:ae:68
1707961116.2526085,7e:17:df:6c:a6:68
1707961116.2730556,7e:17:df:6c:ae:68
1707961116.2930558,7e:17:df:6c:ae:68
1707961116.2935345,7e:17:df:6c:ae:68
1707961116.2938597,7e:1f:5f:6c:ae:68
1707961116.3155556,7e:17:df:6c:ae:68
1707961116.3360348,7e:17:df:6c:ae:68
1707961116.33636,7e:17:df:6c:ae:68
1707961116.361806,7e:17:df:6c:ae:68
1707961116.36261,7e:17:df:6c:ae:68
1707961116.385556,7e:17:df:6d:ae:68
1707961116.4055564,7e:17:df:6c:ae:68
1707961116.406035,7e:17:df:6c:ae:68
1707961116.4063601,7e:17:df:6c:ae:68
1707961116.4343064,7e:17:df:6c:ae:68
1707961116.4347847,7e:17:df:6c:ae:68
1707961116.4618068,7e:17:df:6c:ae:68
1707961116.4818068,7e:17:df:6c:ae:68
1707961116.4822848,7e:17:df:6c:ae:68
1707961116.4826097,7e:17:df:6c:ae:68
1707961116.5072846,7e:17:df:6c:ae:68
1707961116.5076098,7e:17:df:6c:ae:68
1707961116.5355568,7e:17:df:6d:ae:68
1707961116.562611,7e:17:df:6c:ae:68
1707961116.5830572,7e:17:df:6c:ae:68
1707961116.5835357,7e:17:df:6c:ae:68
1707961116.5838614,7e:17:df:6c:ae:68
1707961116.6055574,7e:17:df:6c:ae:68
1707961116.6280575,7e:17:df:6c:ae:68
1707961116.628536,7e:17:df:6c:ae:68
1707961116.704308,7e:17:df:6c:ae:68
1707961116.7051117,7e:17:df:6c:ae:68
1707961117.796814,7e:17:5f:6c:ae:68
1707961118.3443167,7e:17:df:6c:ae:68
1707961118.8980699,7e:17:df:6c:ae:68
1707961119.453073,7e:17:df:6c:ae:68
1707961120.001826,7e:17:df:6c:ae:68
1707961120.5480788,7e:17:df:6c:ae:68
1707961121.0943315,7e:17:df:6c:ae:68
1707961121.6493347,7e:17:df:6c:ae:68
1707961122.7518406,7e:17:df:6c:ae:68
1707961123.3018436,7e:17:df:6c:ae:68
1707961123.8568463,7e:17:df:6c:ae:68
1707961124.4080992,7e:17:df:6c:ae:68
1707961124.9606023,7e:17:df:6c:ae:68
1707961125.5118554,7e:17:df:6c:ae:68
1707961127.7118669,7e:17:df:6d:af:28
1707961128.2593699,7e:17:df:6c:ae:68
1707961129.9081285,7e:17:df:6c:ae:68
1707961130.4606314,7e:17:df:6c:ae:68
1707961133.761899,7e:17:df:6c:ae:68
1707961134.8619046,7e:17:df:6c:ae:68
1707961135.4119074,7e:17:df:6c:ae:68
1707961135.4123862,7e:17:df:6c:ae:68
1707961135.4127116,7e:17:df:6c:ae:68
1707961135.9606602,7e:17:df:6c:ae:68
1707961136.5144134,7e:17:df:6c:ae:68
1707961137.061916,7e:17:df:6d:ae:68
1707961137.6106691,7e:17:df:6c:ae:68
1707961138.1594222,7e:17:db:6c:ae:68
1707961138.7094247,7e:17:df:6c:ae:68
1707961139.8119304,7e:17:df:6c:ae:68
1707961140.3644335,7e:17:df:6c:ae:68
1707961142.0181918,7e:17:df:6c:af:68
1707961142.5706947,7e:17:df:6c:ae:68
1707961144.2269535,7e:17:df:6c:ae:68
1707961144.7757063,7e:17:df:6c:ae:68
1707961145.3232095,7e:17:df:6c:ae:68
1707961145.873212,7e:17:df:6c:ae:68
1707961146.428215,7e:17:df:6c:ae:68
1707961146.9819677,7e:17:df:6c:ae:68
1707961147.5344708,7e:17:5f:6c:ae:68
1707961148.0807235,7e:17:df:6c:ae:68
1707961148.630726,7e:17:df:6c:ae:68
1707961149.1844792,7e:15:5f:6c:ae:68
1707961149.731982,7e:17:df:6c:ae:68
1707961150.2832348,7e:17:df:6c:ae:68
1707961151.9344933,7e:17:df:6c:ae:68
1707961152.4882464,7e:17:df:6c:ae:68
1707961153.041999,7e:17:df:6c:ae:68
1707961154.139505,7e:17:df:6c:ae:68
1707961154.1399832,7e:17:df:6c:ae:68
1707961154.140308,7e:17:df:6c:ae:68
1707961154.6870077,7e:17:df:6c:ae:68
1707961155.2332606,7e:17:df:6c:ae:68
1707961155.7857633,7e:17:df:6c:ae:68
1707961156.337016,7e:17:df:6c:ae:68
1707961156.888269,7e:17:df:6c:ae:68
1707961157.4357715,7e:17:df:6c:ae:68
1707961157.9895246,7e:17:df:6c:ae:68
1707961158.5445278,7e:1f:df:6c:ae:68
1707961159.0907805,7e:17:df:6c:ae:68
1707961159.6432834,7e:17:df:6c:ae:68
1707961160.1920364,7e:17:df:6c:ae:68
1707961160.744539,7e:17:df:6c:ae:68
1707961161.8470447,7e:17:df:6c:ae:68
1707961162.3957977,7e:17:df:6c:ae:68
1707961162.9433002,7e:17:df:ec:ae:68
1707961163.491607,7e:16:c9:6c:ee:68
1707961165.1470616,7e:17:df:6c:ae:68
1707961166.2408173,7e:17:df:6c:ae:68
1707961166.7920702,7e:17:df:6c:ae:68
1707961167.8933256,7e:17:df:6c:ae:68
1707961168.4470782,7e:17:5f:6c:ae:68
1707961170.0933368,7e:17:db:6c:aa:68
1707961170.6445897,7e:17:df:6c:ae:68
1707961171.1933427,7e:17:df:6c:ae:68
1707961171.7483451,7e:17:df:6c:ae:68
1707961172.298348,7e:17:5f:6c:ae:68
1707961172.8488295,7e:17:df:6c:ae:68
1707961178.3471289,fe:16:5f:74:ae:68
1707961180.008387,7e:17:df:6c:ae:68
1707961180.55464,7e:17:df:6c:ae:68
1707961181.6596456,7e:17:df:6c:ae:68
1707961182.7634013,7e:17:df:6c:ae:48
1707961184.4109097,7e:17:df:6c:ae:68
1707961184.9621623,7e:17:df:6c:ae:68
1707961189.9284375,7e:17:df:6c:ae:68
1707961191.0284429,7e:17:df:6c:ae:68
1707961191.5834458,7e:17:df:6c:ae:68
1707961193.792207,7e:17:df:6c:ae:68
1707961195.4509654,7e:17:df:6c:ae:68
1707961195.9972181,7e:1f:df:6d:ae:48
1707961196.5522208,7e:17:df:6c:ae:68
1707961197.0984735,7e:17:df:6c:ae:68
1707961197.6459763,7e:17:df:6c:ae:68
1707961198.1984792,7e:17:df:6c:ae:68
1707961198.7459817,7e:17:df:6c:a6:68
1707961199.2964628,7e:17:df:6c:ae:68
1707961199.8459876,7e:17:df:6c:ae:68
1707961199.846466,7e:17:df:6c:ae:68
1707961199.8467915,7e:17:df:6c:ae:68
1707961200.4009902,7e:17:df:6c:ae:68
1707961200.9547431,7e:17:df:6c:ae:68
1707961201.5022457,7e:17:df:6c:ae:68
1707961202.5985014,7e:17:df:6c:ae:68
1707961203.152254,7e:17:df:6c:ae:68
1707961203.702257,7e:17:df:6c:ae:68
1707961204.2510097,7e:17:df:6c:ae:68
1707961204.7985122,7e:17:df:6c:ae:68
1707961205.3447654,7e:17:df:6c:ae:68
1707961205.8985176,7e:17:df:6c:ae:68
1707961206.4460208,7e:17:df:6c:ae:68
1707961206.9997735,7e:17:df:6c:ae:68
1707961207.5522764,7e:17:df:4c:ae:68
1707961208.6547816,7e:17:df:6c:ae:68
1707961209.2035344,7e:17:df:6c:ae:68
1707961209.756037,7e:17:df:6c:ae:68
1707961210.30479,7e:17:df:6c:ae:68
1707961210.305594,7f:17:df:6c:ae:68
1707961210.8572927,7e:17:df:6c:ae:68
1707961211.4110453,7e:17:df:6c:ae:68
1707961212.5160508,7e:17:df:6c:8e:68
1707961213.6148062,7e:17:df:6c:ae:68
1707961214.1623092,7e:17:df:6d:ae:68
1707961218.0173285,7e:17:59:7c:ae:68
1707961219.112334,7e:17:df:6c:af:68
1707961219.6598368,7e:17:df:6c:ae:68
1707961220.2110896,7e:17:df:6c:ae:68
1707961220.7573426,7e:17:df:6c:ae:68
1707961221.3073452,7e:17:df:6c:ae:68
1707961221.853598,7e:17:df:6c:ae:68
1707961221.8540769,7e:17:df:6c:ae:68
1707961222.4086008,7e:17:df:6c:ae:78
1707961222.9636035,7e:17:df:4c:ae:68
1707961224.624091,7e:17:df:6c:ae:68
1707961224.6244156,7e:17:df:6c:ac:68
1707961225.1748645,7e:17:df:6c:ae:68
1707961226.27737,7e:17:df:6c:ae:68
1707961226.8261228,7e:17:df:6c:ae:68
1707961227.3761258,7e:17:df:6c:ae:68
1707961227.3769286,7e:17:df:4c:ae:68
1707961228.4748812,7e:17:df:6c:ae:68
1707961229.578637,7e:17:df:6c:ae:68
1707961230.1261392,7e:17:df:6c:ae:68
1707961230.6723924,7e:1f:df:6c:ae:68
1707961231.223645,7e:17:df:6c:ae:68
1707961238.0373662,bc:5e:11:0f:c3:11
1707961241.163695,7e:17:df:6d:ae:68
1707961241.7174478,7e:17:df:6c:ae:68
1707961246.1112194,7e:17:df:6c:ae:68
1707961246.6662226,7e:17:df:6c:ae:68
1707961247.213725,7e:17:df:6c:ae:68
1707961247.7674778,7e:17:df:6c:ae:68
1707961248.8674834,7e:17:df:6c:ae:68
1707961249.4212363,7e:17:df:6c:ae:68
1707961251.6199973,7e:17:df:6c:ae:68
1707961252.16625,7e:17:df:6c:ae:68
1707961252.721253,7e:17:df:6c:ae:68
1707961253.8262582,7e:17:df:6c:ae:68
1707961254.378761,7e:17:df:6c:ae:68
1707961254.9287639,7e:17:df:6c:ae:68
1707961255.2217443,cb:82:c7:34:45:46
1707961255.4775167,7e:17:df:6c:ae:68
1707961257.133775,7e:17:df:6c:ae:68
1707961258.24128,7e:17:df:6c:ae:68
1707961259.8975387,7e:17:df:6c:ae:68
1707961261.0062943,7e:17:df:6c:ae:68
1707961261.555047,7e:17:df:6c:ae:68
1707961262.1037996,7e:17:df:6c:ae:68
1707961263.2025552,7e:17:df:6c:ae:68
1707961263.756308,7e:17:df:6c:ae:68
1707961264.3075607,7e:17:df:6c:ae:68
1707961264.8538134,7e:17:df:6c:ae:68
1707961265.4088163,7e:17:df:6c:ae:68
1707961265.9563189,7e:17:5f:6c:a6:68
1707961266.5063217,7e:17:df:6c:ae:68
1707961267.0575743,7e:17:df:6c:ae:68
1707961267.6100771,7e:17:df:6c:ae:68
1707961268.7113326,7e:17:df:6c:ae:68
1707961269.2613354,7e:17:df:6c:ae:68
1707961269.813838,7e:17:df:6c:ae:68
1707961270.9125934,7e:17:df:6c:ae:68
1707961271.4613461,7e:17:df:6c:ae:68
1707961272.011349,7e:17:df:6c:ae:68
1707961273.1151044,7e:17:df:6c:ae:68
1707961273.6638572,7e:17:df:6c:ae:68
1707961274.21136,7e:17:df:6c:ae:68
1707961274.7626128,7e:17:df:6c:ae:68
1707961275.3088655,7e:17:df:6c:ae:68
1707961275.8626182,7e:17:df:6c:ae:68
1707961276.413871,7e:17:df:6c:ae:68
1707961276.9626234,7e:17:df:6c:ae:68
1707961277.508876,7e:17:df:6c:ae:68
1707961278.0588791,7e:17:df:6c:ae:68
1707961278.6101315,7e:17:df:6c:ae:68
1707961279.1613843,7e:17:df:6c:ae:68
1707961279.7151372,7e:17:df:6c:ae:68
1707961280.26514,7e:17:df:6c:ae:68
1707961280.8188925,7e:17:df:6c:ae:68
1707961281.3676453,7e:17:df:6c:ae:68
1707961281.922648,7e:17:df:6c:ae:68
1707961282.4776506,7e:17:df:6c:ae:68
1707961283.0314035,7e:17:df:6c:ae:68
1707961283.5864062,7e:17:df:6c:ae:68
1707961284.136409,7e:17:df:6c:ae:68
1707961284.6864116,7e:17:df:6c:ae:68
1707961285.2364147,7e:17:df:6c:ae:68
1707961285.790167,7e:17:df:6c:ae:68
1707961286.34017,7e:17:df:6c:ae:68
1707961286.8914225,7e:17:df:6c:ae:68
1707961287.4389253,7e:17:df:6c:ae:68
1707961287.9926782,7e:17:df:6c:ae:68
1707961288.5451806,7e:17:df:6c:ae:68
1707961289.092683,7e:17:df:6c:ae:68
1707961289.642686,7e:17:df:6c:ae:68
1707961290.190189,7e:17:df:6c:ae:68
1707961290.7401912,7e:17:df:6c:ae:68
1707961291.8376968,7e:17:df:6c:ae:68
1707961292.9377022,7e:17:df:6c:ae:68
1707961294.0377076,7e:17:df:6c:ae:68
1707961294.5902104,7e:17:df:6c:ae:68
